,F,T,Date,Year,Month,Day,IntervalDays
419,jmxz,badblood,"Feb 18, 2009",2009,2,18,779
420,jmxz,papergarden,"Feb 19, 2009",2009,2,19,780
421,jmxz,stu221,"Feb 19, 2009",2009,2,19,780
422,jmxz,earlra,"Feb 21, 2009",2009,2,21,782
423,jmxz,Charcoal1981,"Feb 21, 2009",2009,2,21,782
424,jmxz,jervis961,"Apr 22, 2009",2009,4,22,842
425,badblood,jervis961,"Jan 7, 2009",2009,1,7,737
426,badblood,nivek,"Jan 7, 2009",2009,1,7,737
427,badblood,Matchew,"Jan 7, 2009",2009,1,7,737
428,badblood,Trilaworks,"Jan 7, 2009",2009,1,7,737
429,badblood,iamnotjamesh,"Jan 7, 2009",2009,1,7,737
430,badblood,alfredarg,"Jan 7, 2009",2009,1,7,737
431,badblood,OP3,"Jan 7, 2009",2009,1,7,737
432,badblood,Trilaworks,"Jan 7, 2009",2009,1,7,737
433,badblood,workpenguin,"Jan 7, 2009",2009,1,7,737
434,badblood,Trilaworks,"Jan 7, 2009",2009,1,7,737
435,badblood,amo,"Jan 8, 2009",2009,1,8,738
436,badblood,appletsauce,"Jan 8, 2009",2009,1,8,738
437,badblood,websterh,"Jan 8, 2009",2009,1,8,738
438,badblood,justme,"Jan 8, 2009",2009,1,8,738
439,badblood,fahdriyami,"Jan 8, 2009",2009,1,8,738
440,badblood,mluckyt,"Jan 8, 2009",2009,1,8,738
441,badblood,jmxz,"Feb 6, 2009",2009,2,6,767
442,badblood,jervis961,"Feb 6, 2009",2009,2,6,767
443,Anaxandra,azguy,"Jul 28, 2011",2011,7,28,1669
444,Anaxandra,christopher25,"Jul 28, 2011",2011,7,28,1669
445,Anaxandra,Mattyp,"Jul 28, 2011",2011,7,28,1669
446,Anaxandra,woolybogger,"Jul 28, 2011",2011,7,28,1669
447,Anaxandra,ovittl1490,"Jul 30, 2011",2011,7,30,1671
448,Anaxandra,Morblore,"Jul 30, 2011",2011,7,30,1671
449,Anaxandra,lambooy,"Aug 17, 2011",2011,8,17,1689
450,Anaxandra,leetuason,"Aug 20, 2011",2011,8,20,1692
451,Anaxandra,Atticus,"Aug 20, 2011",2011,8,20,1692
452,Anaxandra,lukes123,"Aug 30, 2011",2011,8,30,1702
453,fra9000,dhart,"Feb 20, 2007",2007,2,20,50
454,shamarkaleo,huper,"Aug 2, 2007",2007,8,2,213
455,shamarkaleo,markvs624,"Aug 2, 2007",2007,8,2,213
456,shamarkaleo,audiofree,"Aug 2, 2007",2007,8,2,213
457,shamarkaleo,jmxz,"Aug 2, 2007",2007,8,2,213
458,shamarkaleo,jmxz,"Sep 1, 2007",2007,9,1,243
459,braininajar,ootleman,"Feb 21, 2007",2007,2,21,51
460,braininajar,dhart,"Feb 21, 2007",2007,2,21,51
461,braininajar,robinjfisher,"Feb 21, 2007",2007,2,21,51
462,braininajar,andilek,"Feb 21, 2007",2007,2,21,51
463,phubert28,danwarne,"Apr 17, 2007",2007,4,17,106
464,phubert28,triangle,"Apr 17, 2007",2007,4,17,106
465,phubert28,icicle,"Apr 17, 2007",2007,4,17,106
466,phubert28,moseby,"Apr 17, 2007",2007,4,17,106
467,phubert28,bastos,"Apr 17, 2007",2007,4,17,106
468,phubert28,tingo,"Apr 17, 2007",2007,4,17,106
469,phubert28,spm,"Apr 17, 2007",2007,4,17,106
470,phubert28,lostinspace,"Apr 20, 2007",2007,4,20,109
471,phubert28,fgarpe,"Apr 17, 2007",2007,4,17,106
472,phubert28,homer,"Apr 17, 2007",2007,4,17,106
473,phubert28,glynmoody,"Apr 17, 2007",2007,4,17,106
474,phubert28,rcabana,"Apr 19, 2007",2007,4,19,108
475,phubert28,mrlinux11,"Apr 19, 2007",2007,4,19,108
476,phubert28,longjohn254,"Apr 19, 2007",2007,4,19,108
477,phubert28,pcosman,"Apr 19, 2007",2007,4,19,108
478,phubert28,acannyoldminx,"Apr 20, 2007",2007,4,20,109
479,phubert28,jmxz,"Apr 20, 2007",2007,4,20,109
480,phubert28,jmxz,"Apr 23, 2007",2007,4,23,112
481,phubert28,lysglimt,"Apr 23, 2007",2007,4,23,112
482,phubert28,jmxz,"Apr 23, 2007",2007,4,23,112
483,natakuc4,jervis961,"Mar 30, 2012",2012,3,30,1915
484,natakuc4,officerfarva,"Feb 1, 2013",2013,2,1,2223
485,natakuc4,panderson,"Feb 1, 2013",2013,2,1,2223
486,natakuc4,mexell,"Mar 7, 2012",2012,3,7,1892
487,natakuc4,ovittl1490,"Mar 30, 2012",2012,3,30,1915
488,natakuc4,robgtx,"Apr 7, 2012",2012,4,7,1923
489,natakuc4,robgtx,"Apr 7, 2012",2012,4,7,1923
490,natakuc4,Wade9010,"Apr 7, 2012",2012,4,7,1923
491,natakuc4,mtplus,"Dec 7, 2012",2012,12,7,2167
492,natakuc4,JakesC,"Feb 1, 2013",2013,2,1,2223
493,natakuc4,alienwolf,"Aug 24, 2013",2013,8,24,2427
494,natakuc4,veejdeej,"Nov 18, 2013",2013,11,18,2513
495,sravankumar,dwolfe56,"Feb 5, 2012",2012,2,5,1861
496,santosh_jayaraman@dell,redraider,"May 24, 2007",2007,5,24,143
497,santosh_jayaraman@dell,pwalker,"May 24, 2007",2007,5,24,143
498,santosh_jayaraman@dell,pwalker,"May 24, 2007",2007,5,24,143
499,santosh_jayaraman@dell,ranjith,"May 24, 2007",2007,5,24,143
500,santosh_jayaraman@dell,joabe313,"May 24, 2007",2007,5,24,143
501,santosh_jayaraman@dell,carap,"May 24, 2007",2007,5,24,143
502,santosh_jayaraman@dell,dell_admin1,"May 23, 2007",2007,5,23,142
503,santosh_jayaraman@dell,rr,"May 24, 2007",2007,5,24,143
504,santosh_jayaraman@dell,rajesh_rs,"May 24, 2007",2007,5,24,143
505,santosh_jayaraman@dell,reg,"Jun 5, 2007",2007,6,5,155
506,santosh_jayaraman@dell,jmxz,"Jun 5, 2007",2007,6,5,155
507,santosh_jayaraman@dell,premcv,"Aug 11, 2007",2007,8,11,222
508,santosh_jayaraman@dell,jervis961,"Aug 9, 2007",2007,8,9,220
509,santosh_jayaraman@dell,jorge,"Aug 11, 2007",2007,8,11,222
510,santosh_jayaraman@dell,benjesuit,"Aug 11, 2007",2007,8,11,222
511,santosh_jayaraman@dell,mrw,"Nov 21, 2007",2007,11,21,324
512,santosh_jayaraman@dell,krasmussen,"Nov 21, 2007",2007,11,21,324
513,santosh_jayaraman@dell,petzymathuram,"Sep 27, 2007",2007,9,27,269
514,santosh_jayaraman@dell,jmxz,"Sep 27, 2007",2007,9,27,269
515,santosh_jayaraman@dell,ninefoot3,"Nov 21, 2007",2007,11,21,324
516,logi,pawprintz,"Feb 28, 2007",2007,2,28,58
517,logi,jervis961,"May 25, 2007",2007,5,25,144
518,logi,cnmopt,"May 17, 2007",2007,5,17,136
519,logi,manfred,"Feb 26, 2007",2007,2,26,56
520,logi,rarmasu,"Feb 26, 2007",2007,2,26,56
521,logi,chuckles66,"Feb 28, 2007",2007,2,28,58
522,logi,korax,"Feb 26, 2007",2007,2,26,56
523,logi,boulderpc,"Feb 26, 2007",2007,2,26,56
524,logi,wh,"Feb 26, 2007",2007,2,26,56
525,logi,ashburnsp,"Feb 26, 2007",2007,2,26,56
526,logi,mangelwulf,"Feb 26, 2007",2007,2,26,56
527,logi,educateme,"Feb 26, 2007",2007,2,26,56
528,logi,ngehani,"Feb 26, 2007",2007,2,26,56
529,logi,eoplocust,"Feb 26, 2007",2007,2,26,56
530,logi,hjwasson,"May 17, 2007",2007,5,17,136
531,logi,winoffice,"May 17, 2007",2007,5,17,136
532,logi,kenjennings,"May 25, 2007",2007,5,25,144
533,logi,lorjav,"May 25, 2007",2007,5,25,144
534,logi,jakerivers,"May 25, 2007",2007,5,25,144
535,thorin_2,mwmtjm,"Feb 21, 2007",2007,2,21,51
536,thorin_2,logi,"Feb 21, 2007",2007,2,21,51
537,thorin_2,ootleman,"Feb 21, 2007",2007,2,21,51
538,thorin_2,gordonbrown77,"Feb 21, 2007",2007,2,21,51
539,thorin_2,javaprog07,"Feb 21, 2007",2007,2,21,51
540,thorin_2,googideas,"Feb 21, 2007",2007,2,21,51
541,thorin_2,agreer,"Feb 21, 2007",2007,2,21,51
542,thorin_2,smith111,"Feb 21, 2007",2007,2,21,51
543,thorin_2,jiganto,"Feb 21, 2007",2007,2,21,51
544,thorin_2,jph70,"Feb 21, 2007",2007,2,21,51
545,thorin_2,mtc,"Feb 21, 2007",2007,2,21,51
546,thorin_2,benasselstine,"Feb 21, 2007",2007,2,21,51
547,thorin_2,abester,"Feb 21, 2007",2007,2,21,51
548,thorin_2,rarmasu,"Feb 21, 2007",2007,2,21,51
549,thorin_2,wokoch,"Feb 21, 2007",2007,2,21,51
550,greygabe,davew,"Jun 21, 2007",2007,6,21,171
551,greygabe,bajtalan.hunor,"May 15, 2007",2007,5,15,134
552,greygabe,trasumaka,"May 14, 2007",2007,5,14,133
553,greygabe,tri,"May 14, 2007",2007,5,14,133
554,greygabe,goomoo,"May 14, 2007",2007,5,14,133
555,greygabe,winoffice,"Jun 21, 2007",2007,6,21,171
556,greygabe,ergo,"Jun 21, 2007",2007,6,21,171
557,greygabe,josmar52789,"Jun 21, 2007",2007,6,21,171
558,greygabe,thebittersea,"Jun 17, 2007",2007,6,17,167
559,greygabe,cybersun,"May 15, 2007",2007,5,15,134
560,greygabe,badblood,"May 20, 2007",2007,5,20,139
561,greygabe,swimmerfan1,"May 22, 2007",2007,5,22,141
562,greygabe,fingers,"May 22, 2007",2007,5,22,141
563,greygabe,kdickensheets,"May 22, 2007",2007,5,22,141
564,greygabe,zeavott,"May 30, 2007",2007,5,30,149
565,greygabe,miceagol,"Jun 21, 2007",2007,6,21,171
566,greygabe,thebittersea,"Jun 21, 2007",2007,6,21,171
567,greygabe,jonsmirl,"Jun 21, 2007",2007,6,21,171
568,greygabe,jmxz,"Jun 21, 2007",2007,6,21,171
569,bryan_agoncillo@dell,rarmasu,"Aug 22, 2007",2007,8,22,233
570,bryan_agoncillo@dell,lucas_johnston,"Aug 22, 2007",2007,8,22,233
571,bryan_agoncillo@dell,rajeevbhatta,"Sep 21, 2007",2007,9,21,263
572,bryan_agoncillo@dell,ipaw,"Sep 21, 2007",2007,9,21,263
573,bryan_agoncillo@dell,jervis961,"Aug 15, 2007",2007,8,15,226
574,bryan_agoncillo@dell,warp10,"Sep 21, 2007",2007,9,21,263
575,bryan_agoncillo@dell,md-cyqb,"Aug 22, 2007",2007,8,22,233
576,bryan_agoncillo@dell,siger,"Aug 15, 2007",2007,8,15,226
577,bryan_agoncillo@dell,jervis961,"Sep 21, 2007",2007,9,21,263
578,bryan_agoncillo@dell,nicopoon,"Aug 22, 2007",2007,8,22,233
579,bryan_agoncillo@dell,jervis961,"Aug 29, 2007",2007,8,29,240
580,bryan_agoncillo@dell,realskript,"Sep 21, 2007",2007,9,21,263
581,bryan_agoncillo@dell,tonyb2006,"Sep 21, 2007",2007,9,21,263
582,bryan_agoncillo@dell,badblood,"Sep 21, 2007",2007,9,21,263
583,bryan_agoncillo@dell,americasarmyrocks,"Sep 21, 2007",2007,9,21,263
584,bryan_agoncillo@dell,millhauz,"Sep 21, 2007",2007,9,21,263
585,bryan_agoncillo@dell,jorge,"Sep 21, 2007",2007,9,21,263
586,bryan_agoncillo@dell,francoisp,"Sep 21, 2007",2007,9,21,263
587,bryan_agoncillo@dell,michaelyork29,"Sep 21, 2007",2007,9,21,263
588,bryan_agoncillo@dell,rgb66rgb,"Sep 21, 2007",2007,9,21,263
589,m.j,robinjfisher,"May 26, 2007",2007,5,26,145
590,m.j,doomlord52,"May 26, 2007",2007,5,26,145
591,m.j,rarmasu,"May 26, 2007",2007,5,26,145
592,m.j,samjabr,"May 26, 2007",2007,5,26,145
593,m.j,whistleway,"May 26, 2007",2007,5,26,145
594,m.j,cosh,"May 26, 2007",2007,5,26,145
595,m.j,mistern,"May 26, 2007",2007,5,26,145
596,ergo,mwmtjm,"May 3, 2007",2007,5,3,122
597,ergo,ootleman,"May 2, 2007",2007,5,2,121
598,ergo,dhart,"May 2, 2007",2007,5,2,121
599,ergo,ntaylor0909,"May 2, 2007",2007,5,2,121
600,ergo,robinjfisher,"May 2, 2007",2007,5,2,121
601,ergo,gergnz,"May 2, 2007",2007,5,2,121
602,ergo,thorin_2,"May 3, 2007",2007,5,3,122
603,ergo,winoffice,"May 19, 2007",2007,5,19,138
604,ergo,d0t-bat,"May 2, 2007",2007,5,2,121
605,ergo,frozenfire,"May 3, 2007",2007,5,3,122
606,ergo,yesmathew,"May 3, 2007",2007,5,3,122
607,ergo,leftcase,"May 3, 2007",2007,5,3,122
608,ergo,jonmca,"May 4, 2007",2007,5,4,123
609,ergo,josmar52789,"May 5, 2007",2007,5,5,124
610,ergo,reg,"Jun 11, 2007",2007,6,11,161
611,ergo,jmxz,"Jul 17, 2007",2007,7,17,197
612,ergo,thebittersea,"Jul 9, 2007",2007,7,9,189
613,ergo,jonsmirl,"Jul 17, 2007",2007,7,17,197
614,ergo,wyleyr,"Jul 17, 2007",2007,7,17,197
615,james_davis@dell,pawprintz,"May 11, 2007",2007,5,11,130
616,james_davis@dell,jervis961,"May 11, 2007",2007,5,11,130
617,james_davis@dell,rarmasu,"May 11, 2007",2007,5,11,130
618,james_davis@dell,sgrabinar,"May 11, 2007",2007,5,11,130
619,james_davis@dell,reg,"May 11, 2007",2007,5,11,130
620,james_davis@dell,hjwasson,"May 11, 2007",2007,5,11,130
621,james_davis@dell,frozenfire,"May 11, 2007",2007,5,11,130
622,james_davis@dell,josmar52789,"May 11, 2007",2007,5,11,130
623,james_davis@dell,jmxz,"May 11, 2007",2007,5,11,130
624,james_davis@dell,badblood,"May 11, 2007",2007,5,11,130
625,james_davis@dell,badblood,"May 11, 2007",2007,5,11,130
626,james_davis@dell,robertobiggio,"May 11, 2007",2007,5,11,130
627,james_davis@dell,winoffice,"May 11, 2007",2007,5,11,130
628,james_davis@dell,san2shh,"May 11, 2007",2007,5,11,130
629,james_davis@dell,carpathia,"May 11, 2007",2007,5,11,130
630,james_davis@dell,ms,"May 11, 2007",2007,5,11,130
631,james_davis@dell,skylarkguy,"May 11, 2007",2007,5,11,130
632,james_davis@dell,xpress247,"May 11, 2007",2007,5,11,130
633,james_davis@dell,jmxz,"May 11, 2007",2007,5,11,130
634,james_davis@dell,samiam,"May 11, 2007",2007,5,11,130
635,dankster,logi,"May 11, 2007",2007,5,11,130
636,dankster,ootleman,"May 9, 2007",2007,5,9,128
637,dankster,dhart,"May 9, 2007",2007,5,9,128
638,dankster,lilredfoxie,"May 14, 2007",2007,5,14,133
639,dankster,cnmopt,"May 9, 2007",2007,5,9,128
640,dankster,grosguillaume,"May 11, 2007",2007,5,11,130
641,dankster,carlobaluta,"May 14, 2007",2007,5,14,133
642,dankster,bobetsue,"May 29, 2007",2007,5,29,148
643,dankster,nosintake,"May 29, 2007",2007,5,29,148
644,dankster,hjwasson,"May 11, 2007",2007,5,11,130
645,dankster,fuscob,"May 11, 2007",2007,5,11,130
646,dankster,cofi,"May 9, 2007",2007,5,9,128
647,dankster,sjnrichards,"May 9, 2007",2007,5,9,128
648,dankster,balley,"May 9, 2007",2007,5,9,128
649,dankster,plzanon,"May 9, 2007",2007,5,9,128
650,dankster,jmxz,"May 11, 2007",2007,5,11,130
651,dankster,rbent1305,"May 14, 2007",2007,5,14,133
652,icarus75,jbrogers,"Dec 6, 2009",2009,12,6,1070
653,icarus75,ldr,"Dec 6, 2009",2009,12,6,1070
654,icarus75,timotheus25,"Dec 6, 2009",2009,12,6,1070
655,icarus75,neil_c,"Dec 6, 2009",2009,12,6,1070
656,icarus75,soulreaver,"Dec 6, 2009",2009,12,6,1070
657,icarus75,retro,"Dec 6, 2009",2009,12,6,1070
658,icarus75,bjrosen,"Aug 25, 2008",2008,8,25,602
659,icarus75,aikiwolfie,"Aug 25, 2008",2008,8,25,602
660,icarus75,jervis961,"Aug 25, 2008",2008,8,25,602
661,icarus75,daddo,"Aug 25, 2008",2008,8,25,602
662,icarus75,dmcconnell124,"Aug 25, 2008",2008,8,25,602
663,icarus75,gabiz_ro,"Dec 6, 2009",2009,12,6,1070
664,icarus75,zodi,"Dec 6, 2009",2009,12,6,1070
665,icarus75,vp5665900,"Dec 6, 2009",2009,12,6,1070
666,icarus75,tannemills,"Dec 6, 2009",2009,12,6,1070
667,icarus75,NorthernTree,"Dec 6, 2009",2009,12,6,1070
668,bajtalan.hunor,agreer,"Mar 11, 2007",2007,3,11,69
669,bajtalan.hunor,john_saddington,"Feb 25, 2007",2007,2,25,55
670,bajtalan.hunor,robinjfisher,"Mar 11, 2007",2007,3,11,69
671,bajtalan.hunor,chiuchu,"Mar 11, 2007",2007,3,11,69
672,bajtalan.hunor,gergnz,"Mar 11, 2007",2007,3,11,69
673,bajtalan.hunor,rarmasu,"May 25, 2007",2007,5,25,144
674,bajtalan.hunor,chentefox,"Feb 25, 2007",2007,2,25,55
675,bajtalan.hunor,klaymen,"Aug 4, 2008",2008,8,4,581
676,bajtalan.hunor,ergo,"May 25, 2007",2007,5,25,144
677,bajtalan.hunor,yesmathew,"May 25, 2007",2007,5,25,144
678,bajtalan.hunor,leftcase,"May 25, 2007",2007,5,25,144
679,bajtalan.hunor,josmar52789,"May 25, 2007",2007,5,25,144
680,bajtalan.hunor,fuscob,"May 25, 2007",2007,5,25,144
681,bajtalan.hunor,reg,"May 25, 2007",2007,5,25,144
682,bajtalan.hunor,rajeevbhatta,"Aug 4, 2008",2008,8,4,581
683,bajtalan.hunor,jervis961,"Aug 4, 2008",2008,8,4,581
684,bajtalan.hunor,badblood,"Aug 4, 2008",2008,8,4,581
685,bajtalan.hunor,realskript,"Aug 4, 2008",2008,8,4,581
686,bajtalan.hunor,falbert,"Aug 4, 2008",2008,8,4,581
687,bajtalan.hunor,dki,"Aug 4, 2008",2008,8,4,581
688,solidsource,doomlord52,"Feb 19, 2007",2007,2,19,49
689,superpass,dhart,"May 12, 2007",2007,5,12,131
690,superpass,joffe100,"May 12, 2007",2007,5,12,131
691,superpass,ergo,"May 12, 2007",2007,5,12,131
692,superpass,venya1,"May 12, 2007",2007,5,12,131
693,superpass,vineets001,"May 12, 2007",2007,5,12,131
694,superpass,jmxz,"May 12, 2007",2007,5,12,131
695,superpass,dankster,"May 12, 2007",2007,5,12,131
696,superpass,jakerivers,"May 12, 2007",2007,5,12,131
697,googideas,gautam,"Feb 28, 2007",2007,2,28,58
698,googideas,socunasindria,"Feb 22, 2007",2007,2,22,52
699,googideas,maco,"Mar 2, 2007",2007,3,2,60
700,googideas,chrisrose.chrisrose,"Feb 21, 2007",2007,2,21,51
701,googideas,freeideasforu,"Feb 21, 2007",2007,2,21,51
702,googideas,bruceiv,"Feb 21, 2007",2007,2,21,51
703,googideas,arclight,"Feb 21, 2007",2007,2,21,51
704,googideas,smith111,"Feb 21, 2007",2007,2,21,51
705,googideas,rutkowk,"Mar 5, 2007",2007,3,5,63
706,googideas,stephaneascoet,"Feb 25, 2007",2007,2,25,55
707,googideas,freakyt,"Feb 25, 2007",2007,2,25,55
708,googideas,grayone,"Feb 25, 2007",2007,2,25,55
709,googideas,max,"Feb 25, 2007",2007,2,25,55
710,googideas,dvd,"Mar 2, 2007",2007,3,2,60
711,googideas,davedave,"Mar 5, 2007",2007,3,5,63
712,googideas,amonymous,"Mar 4, 2007",2007,3,4,62
713,googideas,ratiocination,"Mar 4, 2007",2007,3,4,62
714,googideas,sangelnet,"Mar 6, 2007",2007,3,6,64
715,john_saddington@dell,lilredfoxie,"May 20, 2007",2007,5,20,139
716,john_saddington@dell,j.bandringa,"May 3, 2007",2007,5,3,122
717,john_saddington@dell,winoffice,"May 12, 2007",2007,5,12,131
718,john_saddington@dell,josmar52789,"May 3, 2007",2007,5,3,122
719,john_saddington@dell,dino,"May 3, 2007",2007,5,3,122
720,john_saddington@dell,bshah,"May 3, 2007",2007,5,3,122
721,john_saddington@dell,mathoda,"May 3, 2007",2007,5,3,122
722,john_saddington@dell,ltrok,"May 20, 2007",2007,5,20,139
723,john_saddington@dell,ddschamp,"May 20, 2007",2007,5,20,139
724,john_saddington@dell,pkarlos_76,"May 20, 2007",2007,5,20,139
725,john_saddington@dell,badblood,"May 20, 2007",2007,5,20,139
726,john_saddington@dell,john_saddington,"May 20, 2007",2007,5,20,139
727,john_saddington@dell,benjesuit,"Sep 19, 2007",2007,9,19,261
728,john_saddington@dell,ipaw,"Sep 10, 2007",2007,9,10,252
729,john_saddington@dell,qgonjon,"Sep 10, 2007",2007,9,10,252
730,john_saddington@dell,reg,"Sep 10, 2007",2007,9,10,252
731,john_saddington@dell,jervis961,"Sep 19, 2007",2007,9,19,261
732,john_saddington@dell,badblood,"Sep 10, 2007",2007,9,10,252
733,john_saddington@dell,realskript,"Sep 10, 2007",2007,9,10,252
734,john_saddington@dell,tonyb2006,"Sep 19, 2007",2007,9,19,261
735,svl7,ootleman,"Jan 28, 2012",2012,1,28,1853
736,svl7,gergnz,"Feb 26, 2012",2012,2,26,1882
737,svl7,Speaker,"Jan 28, 2012",2012,1,28,1853
738,svl7,Backbutton,"Jan 28, 2012",2012,1,28,1853
739,svl7,veer01_42,"Feb 26, 2012",2012,2,26,1882
740,svl7,RocketPenguin,"Jan 28, 2012",2012,1,28,1853
741,svl7,Anentropik,"Mar 9, 2012",2012,3,9,1894
742,svl7,Stylish_Thunder,"Jan 28, 2012",2012,1,28,1853
743,svl7,Pistorius,"Jan 28, 2012",2012,1,28,1853
744,svl7,5150Joker,"Jan 28, 2012",2012,1,28,1853
745,svl7,HerrKaputt,"Feb 28, 2012",2012,2,28,1884
746,Neubeehunhun,ootleman,"Feb 19, 2011",2011,2,19,1510
747,Neubeehunhun,phii,"Feb 19, 2011",2011,2,19,1510
748,Neubeehunhun,retro,"Feb 18, 2011",2011,2,18,1509
749,Neubeehunhun,bowhunter100,"Feb 19, 2011",2011,2,19,1510
750,Neubeehunhun,howardstevens,"Feb 19, 2011",2011,2,19,1510
751,Neubeehunhun,jervis961,"Feb 19, 2011",2011,2,19,1510
752,Neubeehunhun,Win7Dev,"Feb 18, 2011",2011,2,18,1509
753,Neubeehunhun,jal,"Feb 19, 2011",2011,2,19,1510
754,Neubeehunhun,thefly,"Feb 19, 2011",2011,2,19,1510
755,Neubeehunhun,manumehta,"Feb 19, 2011",2011,2,19,1510
756,Neubeehunhun,zbrad,"Feb 19, 2011",2011,2,19,1510
757,Neubeehunhun,dovella,"Feb 19, 2011",2011,2,19,1510
758,Neubeehunhun,scottys,"Feb 19, 2011",2011,2,19,1510
759,Neubeehunhun,aligfmm,"Feb 19, 2011",2011,2,19,1510
760,Neubeehunhun,aligfmm,"Feb 18, 2011",2011,2,18,1509
761,Neubeehunhun,martinmacleod237,"Feb 19, 2011",2011,2,19,1510
762,Neubeehunhun,blong48,"Feb 18, 2011",2011,2,18,1509
763,Neubeehunhun,retail_guy2009,"Feb 19, 2011",2011,2,19,1510
764,Neubeehunhun,MikeG,"Feb 19, 2011",2011,2,19,1510
765,Neubeehunhun,trevorcroft,"Feb 19, 2011",2011,2,19,1510
766,blong48,dovella,"Feb 17, 2011",2011,2,17,1508
767,blong48,gurralapraneeth,"Feb 17, 2011",2011,2,17,1508
768,blong48,Arnab1769,"Feb 17, 2011",2011,2,17,1508
769,blong48,scottys,"Feb 17, 2011",2011,2,17,1508
770,blong48,DESIGNER_XMAN,"Feb 17, 2011",2011,2,17,1508
771,blong48,aligfmm,"Feb 13, 2011",2011,2,13,1504
772,blong48,aligfmm,"Feb 17, 2011",2011,2,17,1508
773,blong48,aligfmm,"Feb 17, 2011",2011,2,17,1508
774,blong48,aligfmm,"Feb 17, 2011",2011,2,17,1508
775,blong48,aligfmm,"Feb 17, 2011",2011,2,17,1508
776,blong48,CM3,"Feb 17, 2011",2011,2,17,1508
777,blong48,flbikerrunner,"Feb 17, 2011",2011,2,17,1508
778,blong48,Gordyb,"Feb 17, 2011",2011,2,17,1508
779,blong48,Jonathan77,"Feb 17, 2011",2011,2,17,1508
780,blong48,pkerchner,"Feb 17, 2011",2011,2,17,1508
781,SKisaGooner,rarmasu,"Feb 21, 2011",2011,2,21,1512
782,SKisaGooner,colonel62359,"Feb 21, 2011",2011,2,21,1512
783,SKisaGooner,jervis961,"Feb 21, 2011",2011,2,21,1512
784,SKisaGooner,retro,"Feb 21, 2011",2011,2,21,1512
785,SKisaGooner,Win7Dev,"Feb 21, 2011",2011,2,21,1512
786,SKisaGooner,Win7Dev,"Feb 21, 2011",2011,2,21,1512
787,SKisaGooner,thefly,"Feb 21, 2011",2011,2,21,1512
788,SKisaGooner,aligfmm,"Feb 21, 2011",2011,2,21,1512
789,SKisaGooner,blong48,"Feb 21, 2011",2011,2,21,1512
790,SKisaGooner,iamnotjamesh,"Feb 23, 2011",2011,2,23,1514
791,SKisaGooner,MikeG,"Feb 21, 2011",2011,2,21,1512
792,SKisaGooner,ArDarsh,"Feb 21, 2011",2011,2,21,1512
793,SKisaGooner,uberom,"Feb 21, 2011",2011,2,21,1512
794,toebreaker11,blong48,"Feb 22, 2011",2011,2,22,1513
795,toebreaker11,iamnotjamesh,"Feb 22, 2011",2011,2,22,1513
796,Gordyb,thefly,"Feb 15, 2011",2011,2,15,1506
797,Gordyb,blong48,"Feb 15, 2011",2011,2,15,1506
798,Gordyb,zbrad,"Feb 15, 2011",2011,2,15,1506
799,Dimitrios,laxman,"Mar 24, 2012",2012,3,24,1909
800,Dimitrios,shakehar,"Oct 25, 2012",2012,10,25,2124
801,Dimitrios,fallwein,"Mar 27, 2012",2012,3,27,1912
802,Dimitrios,melroy1987,"Mar 30, 2012",2012,3,30,1915
803,Dimitrios,philipoa,"Aug 21, 2012",2012,8,21,2059
804,Dimitrios,Jer_G,"Aug 21, 2012",2012,8,21,2059
805,Dimitrios,HusSul,"Sep 19, 2012",2012,9,19,2088
806,Dimitrios,phani1998,"Oct 22, 2012",2012,10,22,2121
807,Dimitrios,ejohnson,"Oct 22, 2012",2012,10,22,2121
808,Dimitrios,BrickTop,"Oct 25, 2012",2012,10,25,2124
809,charlottexcd,Rebel333,"Feb 28, 2012",2012,2,28,1884
810,charlottexcd,Rebel333,"Feb 28, 2012",2012,2,28,1884
811,charlottexcd,veer01_42,"Feb 28, 2012",2012,2,28,1884
812,charlottexcd,RocketPenguin,"Feb 28, 2012",2012,2,28,1884
813,charlottexcd,RockSt&#9734;r-Rick K,"Feb 28, 2012",2012,2,28,1884
814,RocketPenguin,ootleman,"Sep 20, 2011",2011,9,20,1723
815,RocketPenguin,dhart,"Sep 20, 2011",2011,9,20,1723
816,RocketPenguin,agreer,"Sep 20, 2011",2011,9,20,1723
817,RocketPenguin,dhart,"Sep 20, 2011",2011,9,20,1723
818,RocketPenguin,robinjfisher,"Sep 20, 2011",2011,9,20,1723
819,RocketPenguin,gergnz,"Sep 20, 2011",2011,9,20,1723
820,RocketPenguin,s3indiana,"Sep 20, 2011",2011,9,20,1723
821,RocketPenguin,badblood,"Sep 20, 2011",2011,9,20,1723
822,winoffice,jmxz,"Aug 2, 2011",2011,8,2,1674
823,winoffice,Rchris,"Nov 26, 2010",2010,11,26,1425
824,winoffice,chentong,"Nov 26, 2010",2010,11,26,1425
825,winoffice,EvieIHD,"Nov 26, 2010",2010,11,26,1425
826,winoffice,Kane3162,"Nov 26, 2010",2010,11,26,1425
827,winoffice,jervis961,"Mar 1, 2011",2011,3,1,1520
828,winoffice,starlet.2000,"Mar 1, 2011",2011,3,1,1520
829,winoffice,NoteExec,"Mar 18, 2011",2011,3,18,1537
830,winoffice,icarus75,"Mar 18, 2011",2011,3,18,1537
831,winoffice,SParis,"Apr 2, 2011",2011,4,2,1552
